Senator1,Senator2,weight
39310,40902,119
39310,40906,605
39310,40908,603
39310,40909,615
39310,40910,628
39310,40915,400
39310,40916,607
39310,41101,633
39310,41102,116
39310,41104,84
39310,41107,141
39310,41110,79
39310,41111,103
39310,41112,622
39310,41300,613
39310,41301,614
39310,41302,132
39310,41304,102
39310,41305,619
39310,41308,601
39310,41500,119
39310,41502,137
39310,41504,233
39310,41505,239
39310,41700,633
39310,41702,627
39310,41703,168
39310,41706,620
39310,41707,141
39310,41900,81
39310,41901,83
39310,41902,217
39310,41903,79
39310,41905,606
39310,42100,100
39310,42101,620
39310,42102,72
39310,42103,621
39310,42104,609
39310,42105,613
39310,42300,105
39310,42301,494
39310,42302,137
39310,42303,77
39310,42304,86
39310,42305,371
39310,42306,72
39310,49300,123
39310,49308,633
39310,49703,439
39310,90915,71
39310,91300,543
40300,40305,384
40300,40700,413
40300,40702,430
40300,40703,407
40300,40704,405
40300,40707,303
40300,40902,321
40300,40906,400
40300,40908,379
40300,40909,405
40300,40910,417
40300,40915,369
40300,40916,393
40300,41101,411
40300,41102,299
40300,41104,252
40300,41107,337
40300,41110,263
40300,41111,307
40300,41112,408
40300,41300,417
40300,41301,382
40300,41302,341
40300,41304,287
40300,41305,405
40300,41308,387
40300,41500,327
40300,41502,318
40300,41504,418
40300,41505,423
40300,41700,415
40300,41702,417
40300,41703,362
40300,41706,404
40300,41707,353
40300,41900,241
40300,41901,254
40300,41902,394
40300,41903,266
40300,41905,397
40300,42100,269
40300,42101,410
40300,42102,261
40300,42103,412
40300,42104,396
40300,42105,398
40300,42300,307
40300,42301,329
40300,42302,336
40300,42303,272
40300,42304,249
40300,42305,244
40300,42306,29
40300,49300,83
40300,49308,411
40300,49703,580
40300,90915,65
40300,91300,410
40305,40700,189
40305,40702,206
40305,40703,186
40305,40704,181
40305,40707,498
40305,40902,526
40305,40906,184
40305,40908,158
40305,40909,181
40305,40910,188
40305,40915,233
40305,40916,172
40305,41101,182
40305,41102,508
40305,41104,474
40305,41107,528
40305,41110,482
40305,41111,539
40305,41112,185
40305,41300,192
40305,41301,161
40305,41302,580
40305,41304,500
40305,41305,175
40305,41308,170
40305,41500,508
40305,41502,563
40305,41504,491
40305,41505,535
40305,41700,183
40305,41702,193
40305,41703,529
40305,41706,176
40305,41707,571
40305,41900,449
40305,41901,456
40305,41902,521
40305,41903,488
40305,41905,178
40305,42100,479
40305,42101,194
40305,42102,480
40305,42103,190
40305,42104,183
40305,42105,174
40305,42300,526
40305,42301,154
40305,42302,555
40305,42303,497
40305,42304,422
40305,42305,112
40305,42306,11
40305,49300,32
40305,49308,181
40305,49703,386
40305,90915,29
40305,91300,210
40700,40702,585
40700,40703,618
40700,40704,622
40700,40707,116
40700,40902,128
40700,40906,608
40700,40908,587
40700,40909,615
40700,40910,632
40700,40915,402
40700,40916,600
40700,41101,633
40700,41102,125
40700,41104,79
40700,41107,142
40700,41110,72
40700,41111,102
40700,41112,622
40700,41300,614
40700,41301,598
40700,41302,149
40700,41304,100
40700,41305,621
40700,41308,593
40700,41500,128
40700,41502,151
40700,41504,247
40700,41505,252
40700,41700,629
40700,41702,631
40700,41703,170
40700,41706,637
40700,41707,155
40700,41900,77
40700,41901,80
40700,41902,228
40700,41903,75
40700,41905,608
40700,42100,104
40700,42101,623
40700,42102,75
40700,42103,623
40700,42104,600
40700,42105,609
40700,42300,119
40700,42301,498
40700,42302,152
40700,42303,79
40700,42304,86
40700,42305,371
40700,42306,72
40700,49300,121
40700,49308,621
40700,49703,449
40700,90915,71
40700,91300,546
40702,40703,580
40702,40704,577
40702,40707,137
40702,40902,141
40702,40906,574
40702,40908,560
40702,40909,575
40702,40910,592
40702,40915,418
40702,40916,574
40702,41101,587
40702,41102,161
40702,41104,99
40702,41107,168
40702,41110,103
40702,41111,136
40702,41112,578
40702,41300,583
40702,41301,570
40702,41302,166
40702,41304,134
40702,41305,579
40702,41308,561
40702,41500,147
40702,41502,183
40702,41504,253
40702,41505,264
40702,41700,595
40702,41702,597
40702,41703,196
40702,41706,576
40702,41707,168
40702,41900,127
40702,41901,125
40702,41902,257
40702,41903,109
40702,41905,568
40702,42100,155
40702,42101,585
40702,42102,115
40702,42103,585
40702,42104,568
40702,42105,574
40702,42300,132
40702,42301,492
40702,42302,168
40702,42303,106
40702,42304,131
40702,42305,342
40702,42306,54
40702,49300,118
40702,49308,589
40702,49703,457
40702,90915,85
40702,91300,570
40703,40704,613
40703,40707,111
40703,40902,127
40703,40906,602
40703,40908,579
40703,40909,609
40703,40910,625
40703,40915,392
40703,40916,595
40703,41101,624
40703,41102,128
40703,41104,77
40703,41107,140
40703,41110,74
40703,41111,100
40703,41112,615
40703,41300,608
40703,41301,590
40703,41302,147
40703,41304,101
40703,41305,612
40703,41308,587
40703,41500,128
40703,41502,152
40703,41504,243
40703,41505,250
40703,41700,620
40703,41702,625
40703,41703,170
40703,41706,609
40703,41707,156
40703,41900,77
40703,41901,74
40703,41902,228
40703,41903,76
40703,41905,603
40703,42100,102
40703,42101,616
40703,42102,70
40703,42103,616
40703,42104,592
40703,42105,600
40703,42300,116
40703,42301,500
40703,42302,152
40703,42303,78
40703,42304,92
40703,42305,381
40703,42306,72
40703,49300,108
40703,49308,614
40703,49703,442
40703,90915,71
40703,91300,540
40704,40707,107
40704,40902,124
40704,40906,605
40704,40908,597
40704,40909,612
40704,40910,625
40704,40915,395
40704,40916,599
40704,41101,631
40704,41102,122
40704,41104,75
40704,41107,132
40704,41110,67
40704,41111,92
40704,41112,622
40704,41300,611
40704,41301,602
40704,41302,139
40704,41304,94
40704,41305,620
40704,41308,595
40704,41500,122
40704,41502,143
40704,41504,237
40704,41505,248
40704,41700,624
40704,41702,626
40704,41703,160
40704,41706,616
40704,41707,148
40704,41900,70
40704,41901,74
40704,41902,224
40704,41903,71
40704,41905,603
40704,42100,96
40704,42101,616
40704,42102,65
40704,42103,620
40704,42104,599
40704,42105,605
40704,42300,109
40704,42301,505
40704,42302,144
40704,42303,74
40704,42304,83
40704,42305,380
40704,42306,68
40704,49300,125
40704,49308,621
40704,49703,437
40704,90915,65
40704,91300,543
40707,40902,508
40707,40906,113
40707,40908,103
40707,40909,106
40707,40910,114
40707,40915,173
40707,40916,113
40707,41101,110
40707,41102,470
40707,41104,453
40707,41107,486
40707,41110,448
40707,41111,516
40707,41112,117
40707,41300,119
40707,41301,96
40707,41302,522
40707,41304,492
40707,41305,100
40707,41308,105
40707,41500,469
40707,41502,474
40707,41504,403
40707,41505,430
40707,41700,108
40707,41702,114
40707,41703,469
40707,41706,106
40707,41707,517
40707,41900,438
40707,41901,441
40707,41902,436
40707,41903,468
40707,41905,118
40707,42100,466
40707,42101,118
40707,42102,465
40707,42103,115
40707,42104,120
40707,42105,105
40707,42300,498
40707,42301,138
40707,42302,500
40707,42303,470
40707,42304,395
40707,42305,67
40707,42306,6
40707,49300,49
40707,49308,117
40707,49703,291
40707,90915,28
40707,91300,134
40902,40906,123
40902,40908,104
40902,40909,124
40902,40910,131
40902,40915,181
40902,40916,116
40902,41101,126
40902,41102,505
40902,41104,485
40902,41107,527
40902,41110,479
40902,41111,539
40902,41112,128
40902,41300,133
40902,41301,102
40902,41302,543
40902,41304,500
40902,41305,113
40902,41308,114
40902,41500,498
40902,41502,498
40902,41504,434
40902,41505,455
40902,41700,123
40902,41702,128
40902,41703,465
40902,41706,119
40902,41707,533
40902,41900,462
40902,41901,472
40902,41902,459
40902,41903,493
40902,41905,131
40902,42100,481
40902,42101,133
40902,42102,487
40902,42103,130
40902,42104,127
40902,42105,118
40902,42300,524
40902,42301,145
40902,42302,535
40902,42303,511
40902,42304,429
40902,42305,71
40902,42306,6
40902,49300,38
40902,49308,124
40902,49703,314
40902,90915,29
40902,91300,157
40906,40908,575
40906,40909,602
40906,40910,615
40906,40915,394
40906,40916,587
40906,41101,615
40906,41102,126
40906,41104,75
40906,41107,134
40906,41110,66
40906,41111,96
40906,41112,614
40906,41300,621
40906,41301,586
40906,41302,141
40906,41304,96
40906,41305,610
40906,41308,577
40906,41500,137
40906,41502,147
40906,41504,245
40906,41505,243
40906,41700,610
40906,41702,624
40906,41703,166
40906,41706,606
40906,41707,153
40906,41900,76
40906,41901,75
40906,41902,225
40906,41903,72
40906,41905,593
40906,42100,101
40906,42101,604
40906,42102,63
40906,42103,610
40906,42104,584
40906,42105,596
40906,42300,110
40906,42301,487
40906,42302,155
40906,42303,78
40906,42304,86
40906,42305,365
40906,42306,71
40906,49300,119
40906,49308,605
40906,49703,432
40906,90915,68
40906,91300,539
40908,40909,579
40908,40910,590
40908,40915,370
40908,40916,572
40908,41101,599
40908,41102,105
40908,41104,95
40908,41107,126
40908,41110,87
40908,41111,99
40908,41112,593
40908,41300,583
40908,41301,612
40908,41302,122
40908,41304,94
40908,41305,597
40908,41308,578
40908,41500,106
40908,41502,121
40908,41504,217
40908,41505,221
40908,41700,595
40908,41702,591
40908,41703,152
40908,41706,592
40908,41707,132
40908,41900,91
40908,41901,88
40908,41902,197
40908,41903,74
40908,41905,568
40908,42100,95
40908,42101,581
40908,42102,74
40908,42103,589
40908,42104,574
40908,42105,584
40908,42300,93
40908,42301,493
40908,42302,127
40908,42303,76
40908,42304,98
40908,42305,363
40908,42306,71
40908,49300,133
40908,49308,597
40908,49703,409
40908,90915,65
40908,91300,508
40909,40910,626
40909,40915,403
40909,40916,594
40909,41101,623
40909,41102,122
40909,41104,74
40909,41107,143
40909,41110,78
40909,41111,95
40909,41112,612
40909,41300,608
40909,41301,592
40909,41302,140
40909,41304,96
40909,41305,621
40909,41308,590
40909,41500,123
40909,41502,149
40909,41504,237
40909,41505,242
40909,41700,617
40909,41702,623
40909,41703,164
40909,41706,610
40909,41707,148
40909,41900,73
40909,41901,75
40909,41902,237
40909,41903,71
40909,41905,608
40909,42100,97
40909,42101,609
40909,42102,64
40909,42103,617
40909,42104,592
40909,42105,607
40909,42300,111
40909,42301,511
40909,42302,146
40909,42303,75
40909,42304,100
40909,42305,366
40909,42306,71
40909,49300,119
40909,49308,611
40909,49703,439
40909,90915,62
40909,91300,540
40910,40915,406
40910,40916,609
40910,41101,636
40910,41102,129
40910,41104,82
40910,41107,138
40910,41110,75
40910,41111,103
40910,41112,627
40910,41300,620
40910,41301,601
40910,41302,145
40910,41304,104
40910,41305,626
40910,41308,598
40910,41500,126
40910,41502,148
40910,41504,245
40910,41505,249
40910,41700,634
40910,41702,636
40910,41703,170
40910,41706,621
40910,41707,154
40910,41900,80
40910,41901,79
40910,41902,229
40910,41903,78
40910,41905,617
40910,42100,103
40910,42101,630
40910,42102,72
40910,42103,628
40910,42104,606
40910,42105,614
40910,42300,115
40910,42301,503
40910,42302,152
40910,42303,83
40910,42304,91
40910,42305,379
40910,42306,72
40910,49300,119
40910,49308,626
40910,49703,451
40910,90915,71
40910,91300,553
40915,40916,393
40915,41101,401
40915,41102,181
40915,41104,135
40915,41107,196
40915,41110,139
40915,41111,162
40915,41112,399
40915,41300,407
40915,41301,386
40915,41302,195
40915,41304,165
40915,41305,405
40915,41308,374
40915,41500,184
40915,41502,203
40915,41504,263
40915,41505,283
40915,41700,417
40915,41702,406
40915,41703,229
40915,41706,394
40915,41707,202
40915,41900,140
40915,41901,142
40915,41902,279
40915,41903,145
40915,41905,385
40915,42100,175
40915,42101,398
40915,42102,140
40915,42103,402
40915,42104,384
40915,42105,403
40915,42300,181
40915,42301,331
40915,42302,210
40915,42303,149
40915,42304,166
40915,42305,203
40915,49300,96
40915,49308,398
40915,49703,400
40915,91300,406
40916,41101,609
40916,41102,121
40916,41104,74
40916,41107,133
40916,41110,65
40916,41111,94
40916,41112,606
40916,41300,591
40916,41301,583
40916,41302,133
40916,41304,95
40916,41305,598
40916,41308,577
40916,41500,127
40916,41502,142
40916,41504,227
40916,41505,238
40916,41700,607
40916,41702,606
40916,41703,165
40916,41706,596
40916,41707,149
40916,41900,70
40916,41901,73
40916,41902,224
40916,41903,77
40916,41905,585
40916,42100,105
40916,42101,596
40916,42102,75
40916,42103,601
40916,42104,587
40916,42105,592
40916,42300,106
40916,42301,504
40916,42302,138
40916,42303,70
40916,42304,85
40916,42305,373
40916,42306,62
40916,49300,132
40916,49308,607
40916,49703,424
40916,90915,69
40916,91300,531
41101,41102,121
41101,41104,75
41101,41107,138
41101,41110,70
41101,41111,97
41101,41112,634
41101,41300,622
41101,41301,612
41101,41302,144
41101,41304,97
41101,41305,627
41101,41308,603
41101,41500,122
41101,41502,146
41101,41504,242
41101,41505,246
41101,41700,635
41101,41702,637
41101,41703,161
41101,41706,628
41101,41707,153
41101,41900,73
41101,41901,72
41101,41902,224
41101,41903,72
41101,41905,614
41101,42100,102
41101,42101,627
41101,42102,67
41101,42103,631
41101,42104,609
41101,42105,615
41101,42300,112
41101,42301,505
41101,42302,147
41101,42303,72
41101,42304,84
41101,42305,380
41101,42306,72
41101,49300,124
41101,49308,631
41101,49703,448
41101,90915,71
41101,91300,548
41102,41104,470
41102,41107,482
41102,41110,469
41102,41111,525
41102,41112,127
41102,41300,134
41102,41301,102
41102,41302,526
41102,41304,516
41102,41305,118
41102,41308,110
41102,41500,483
41102,41502,546
41102,41504,393
41102,41505,456
41102,41700,122
41102,41702,133
41102,41703,469
41102,41706,113
41102,41707,522
41102,41900,492
41102,41901,482
41102,41902,455
41102,41903,507
41102,41905,124
41102,42100,531
41102,42101,134
41102,42102,512
41102,42103,128
41102,42104,125
41102,42105,117
41102,42300,495
41102,42301,147
41102,42302,509
41102,42303,501
41102,42304,479
41102,42305,82
41102,42306,3
41102,49300,23
41102,49308,123
41102,49703,287
41102,90915,32
41102,91300,173
41104,41107,501
41104,41110,555
41104,41111,548
41104,41112,78
41104,41300,78
41104,41301,90
41104,41302,515
41104,41304,499
41104,41305,75
41104,41308,89
41104,41500,480
41104,41502,473
41104,41504,364
41104,41505,394
41104,41700,80
41104,41702,74
41104,41703,447
41104,41706,76
41104,41707,491
41104,41900,503
41104,41901,524
41104,41902,377
41104,41903,512
41104,41905,80
41104,42100,478
41104,42101,80
41104,42102,524
41104,42103,77
41104,42104,85
41104,42105,77
41104,42300,504
41104,42301,63
41104,42302,483
41104,42303,553
41104,42304,461
41104,42305,57
41104,42306,3
41104,49300,11
41104,49308,80
41104,49703,245
41104,90915,15
41104,91300,89
41107,41110,496
41107,41111,547
41107,41112,130
41107,41300,143
41107,41301,119
41107,41302,579
41107,41304,506
41107,41305,128
41107,41308,132
41107,41500,526
41107,41502,521
41107,41504,434
41107,41505,475
41107,41700,139
41107,41702,141
41107,41703,492
41107,41706,131
41107,41707,543
41107,41900,474
41107,41901,490
41107,41902,457
41107,41903,499
41107,41905,141
41107,42100,499
41107,42101,143
41107,42102,513
41107,42103,143
41107,42104,141
41107,42105,132
41107,42300,551
41107,42301,136
41107,42302,540
41107,42303,527
41107,42304,444
41107,42305,80
41107,42306,6
41107,49300,29
41107,49308,145
41107,49703,334
41107,90915,21
41107,91300,172
41110,41111,551
41110,41112,69
41110,41300,74
41110,41301,82
41110,41302,514
41110,41304,512
41110,41305,76
41110,41308,78
41110,41500,465
41110,41502,483
41110,41504,396
41110,41505,405
41110,41700,75
41110,41702,73
41110,41703,469
41110,41706,64
41110,41707,497
41110,41900,503
41110,41901,523
41110,41902,386
41110,41903,518
41110,41905,74
41110,42100,476
41110,42101,75
41110,42102,514
41110,42103,73
41110,42104,81
41110,42105,70
41110,42300,490
41110,42301,59
41110,42302,484
41110,42303,553
41110,42304,483
41110,42305,32
41110,42306,2
41110,49300,15
41110,49308,75
41110,49703,254
41110,90915,14
41110,91300,92
41111,41112,97
41111,41300,105
41111,41301,91
41111,41302,582
41111,41304,551
41111,41305,96
41111,41308,96
41111,41500,521
41111,41502,533
41111,41504,421
41111,41505,453
41111,41700,103
41111,41702,103
41111,41703,510
41111,41706,94
41111,41707,555
41111,41900,523
41111,41901,541
41111,41902,440
41111,41903,553
41111,41905,101
41111,42100,535
41111,42101,106
41111,42102,562
41111,42103,102
41111,42104,104
41111,42105,96
41111,42300,561
41111,42301,86
41111,42302,547
41111,42303,566
41111,42304,488
41111,42305,60
41111,42306,7
41111,49300,24
41111,49308,106
41111,49703,297
41111,90915,25
41111,91300,131
41112,41300,621
41112,41301,606
41112,41302,137
41112,41304,99
41112,41305,622
41112,41308,592
41112,41500,124
41112,41502,146
41112,41504,243
41112,41505,252
41112,41700,626
41112,41702,628
41112,41703,163
41112,41706,623
41112,41707,156
41112,41900,75
41112,41901,75
41112,41902,232
41112,41903,75
41112,41905,605
41112,42100,102
41112,42101,618
41112,42102,64
41112,42103,626
41112,42104,610
41112,42105,610
41112,42300,108
41112,42301,495
41112,42302,144
41112,42303,77
41112,42304,87
41112,42305,372
41112,42306,70
41112,49300,126
41112,49308,622
41112,49703,440
41112,90915,67
41112,91300,543
41300,41301,595
41300,41302,150
41300,41304,105
41300,41305,619
41300,41308,580
41300,41500,138
41300,41502,156
41300,41504,255
41300,41505,253
41300,41700,618
41300,41702,628
41300,41703,172
41300,41706,613
41300,41707,158
41300,41900,84
41300,41901,80
41300,41902,238
41300,41903,82
41300,41905,599
41300,42100,105
41300,42101,619
41300,42102,73
41300,42103,620
41300,42104,602
41300,42105,602
41300,42300,119
41300,42301,492
41300,42302,163
41300,42303,82
41300,42304,98
41300,42305,370
41300,42306,71
41300,49300,113
41300,49308,614
41300,49703,449
41300,90915,68
41300,91300,547
41301,41302,115
41301,41304,86
41301,41305,612
41301,41308,594
41301,41500,112
41301,41502,121
41301,41504,215
41301,41505,218
41301,41700,606
41301,41702,604
41301,41703,158
41301,41706,603
41301,41707,126
41301,41900,81
41301,41901,81
41301,41902,198
41301,41903,65
41301,41905,581
41301,42100,89
41301,42101,596
41301,42102,65
41301,42103,602
41301,42104,591
41301,42105,597
41301,42300,89
41301,42301,480
41301,42302,122
41301,42303,64
41301,42304,91
41301,42305,363
41301,42306,71
41301,49300,118
41301,49308,608
41301,49703,416
41301,90915,64
41301,91300,518
41302,41304,538
41302,41305,133
41302,41308,128
41302,41500,544
41302,41502,573
41302,41504,456
41302,41505,505
41302,41700,139
41302,41702,150
41302,41703,527
41302,41706,139
41302,41707,594
41302,41900,485
41302,41901,498
41302,41902,477
41302,41903,523
41302,41905,141
41302,42100,531
41302,42101,151
41302,42102,537
41302,42103,149
41302,42104,136
41302,42105,131
41302,42300,586
41302,42301,128
41302,42302,600
41302,42303,541
41302,42304,452
41302,42305,93
41302,42306,5
41302,49300,25
41302,49308,139
41302,49703,343
41302,90915,23
41302,91300,170
41304,41305,96
41304,41308,94
41304,41500,487
41304,41502,510
41304,41504,394
41304,41505,427
41304,41700,101
41304,41702,106
41304,41703,488
41304,41706,94
41304,41707,528
41304,41900,493
41304,41901,507
41304,41902,415
41304,41903,532
41304,41905,95
41304,42100,518
41304,42101,112
41304,42102,511
41304,42103,103
41304,42104,111
41304,42105,92
41304,42300,516
41304,42301,106
41304,42302,513
41304,42303,535
41304,42304,444
41304,42305,61
41304,42306,3
41304,49300,39
41304,49308,104
41304,49703,276
41304,90915,14
41304,91300,129
41305,41308,592
41305,41500,123
41305,41502,144
41305,41504,232
41305,41505,239
41305,41700,622
41305,41702,625
41305,41703,170
41305,41706,622
41305,41707,143
41305,41900,76
41305,41901,81
41305,41902,218
41305,41903,71
41305,41905,608
41305,42100,96
41305,42101,613
41305,42102,63
41305,42103,623
41305,42104,598
41305,42105,610
41305,42300,109
41305,42301,489
41305,42302,138
41305,42303,76
41305,42304,93
41305,42305,371
41305,42306,70
41305,49300,123
41305,49308,617
41305,49703,440
41305,90915,62
41305,91300,548
41308,41500,118
41308,41502,131
41308,41504,222
41308,41505,225
41308,41700,597
41308,41702,597
41308,41703,157
41308,41706,592
41308,41707,134
41308,41900,81
41308,41901,81
41308,41902,205
41308,41903,73
41308,41905,582
41308,42100,92
41308,42101,587
41308,42102,69
41308,42103,589
41308,42104,575
41308,42105,584
41308,42300,103
41308,42301,479
41308,42302,129
41308,42303,69
41308,42304,89
41308,42305,370
41308,42306,69
41308,49300,113
41308,49308,599
41308,49703,418
41308,90915,73
41308,91300,512
41500,41502,507
41500,41504,422
41500,41505,459
41500,41700,124
41500,41702,130
41500,41703,503
41500,41706,120
41500,41707,532
41500,41900,455
41500,41901,485
41500,41902,427
41500,41903,498
41500,41905,128
41500,42100,487
41500,42101,132
41500,42102,510
41500,42103,128
41500,42104,120
41500,42105,118
41500,42300,533
41500,42301,126
41500,42302,528
41500,42303,517
41500,42304,424
41500,42305,82
41500,42306,4
41500,49300,29
41500,49308,125
41500,49703,313
41500,90915,20
41500,91300,170
41502,41504,439
41502,41505,502
41502,41700,144
41502,41702,157
41502,41703,509
41502,41706,138
41502,41707,551
41502,41900,482
41502,41901,483
41502,41902,498
41502,41903,501
41502,41905,146
41502,42100,529
41502,42101,154
41502,42102,511
41502,42103,152
41502,42104,148
41502,42105,135
41502,42300,521
41502,42301,154
41502,42302,544
41502,42303,511
41502,42304,452
41502,42305,95
41502,42306,3
41502,49300,28
41502,49308,146
41502,49703,323
41502,90915,34
41502,91300,194
41504,41505,504
41504,41700,239
41504,41702,246
41504,41703,446
41504,41706,234
41504,41707,463
41504,41900,347
41504,41901,336
41504,41902,470
41504,41903,387
41504,41905,235
41504,42100,376
41504,42101,248
41504,42102,363
41504,42103,245
41504,42104,240
41504,42105,228
41504,42300,411
41504,42301,204
41504,42302,467
41504,42303,375
41504,42304,339
41504,42305,145
41504,42306,12
41504,49300,44
41504,49308,240
41504,49703,421
41504,90915,44
41504,91300,260
41505,41700,246
41505,41702,254
41505,41703,495
41505,41706,238
41505,41707,514
41505,41900,383
41505,41901,383
41505,41902,508
41505,41903,410
41505,41905,238
41505,42100,431
41505,42101,252
41505,42102,407
41505,42103,252
41505,42104,245
41505,42105,235
41505,42300,459
41505,42301,209
41505,42302,487
41505,42303,422
41505,42304,391
41505,42305,148
41505,42306,6
41505,49300,45
41505,49308,244
41505,49703,429
41505,90915,35
41505,91300,271
41700,41702,635
41700,41703,168
41700,41706,621
41700,41707,150
41700,41900,79
41700,41901,79
41700,41902,224
41700,41903,76
41700,41905,610
41700,42100,109
41700,42101,625
41700,42102,70
41700,42103,625
41700,42104,605
41700,42105,625
41700,42300,110
41700,42301,498
41700,42302,144
41700,42303,87
41700,42304,98
41700,42305,375
41700,42306,72
41700,49300,123
41700,49308,629
41700,49703,448
41700,90915,71
41700,91300,552
41702,41703,173
41702,41706,622
41702,41707,160
41702,41900,81
41702,41901,83
41702,41902,234
41702,41903,80
41702,41905,614
41702,42100,108
41702,42101,627
41702,42102,73
41702,42103,631
41702,42104,606
41702,42105,613
41702,42300,120
41702,42301,505
41702,42302,155
41702,42303,82
41702,42304,92
41702,42305,375
41702,42306,72
41702,49300,122
41702,49308,629
41702,49703,454
41702,90915,71
41702,91300,556
41703,41706,161
41703,41707,527
41703,41900,423
41703,41901,454
41703,41902,458
41703,41903,479
41703,41905,158
41703,42100,461
41703,42101,167
41703,42102,485
41703,42103,169
41703,42104,172
41703,42105,161
41703,42300,489
41703,42301,137
41703,42302,499
41703,42303,471
41703,42304,415
41703,42305,92
41703,42306,6
41703,49300,31
41703,49308,169
41703,49703,361
41703,90915,20
41703,91300,193
41706,41707,143
41706,41900,73
41706,41901,71
41706,41902,219
41706,41903,68
41706,41905,599
41706,42100,96
41706,42101,612
41706,42102,65
41706,42103,620
41706,42104,596
41706,42105,609
41706,42300,110
41706,42301,489
41706,42302,141
41706,42303,70
41706,42304,82
41706,42305,373
41706,42306,70
41706,49300,124
41706,49308,618
41706,49703,437
41706,90915,67
41706,91300,535
41707,41900,473
41707,41901,479
41707,41902,486
41707,41903,514
41707,41905,150
41707,42100,518
41707,42101,159
41707,42102,514
41707,42103,156
41707,42104,151
41707,42105,144
41707,42300,556
41707,42301,139
41707,42302,559
41707,42303,521
41707,42304,441
41707,42305,97
41707,42306,5
41707,49300,29
41707,49308,150
41707,49703,351
41707,90915,26
41707,91300,178
41900,41901,510
41900,41902,400
41900,41903,521
41900,41905,77
41900,42100,509
41900,42101,84
41900,42102,516
41900,42103,82
41900,42104,82
41900,42105,79
41900,42300,488
41900,42301,92
41900,42302,461
41900,42303,523
41900,42304,490
41900,42305,40
41900,42306,2
41900,49300,19
41900,49308,83
41900,49703,225
41900,90915,33
41900,91300,132
41901,41902,391
41901,41903,522
41901,41905,79
41901,42100,504
41901,42101,84
41901,42102,543
41901,42103,78
41901,42104,82
41901,42105,71
41901,42300,493
41901,42301,73
41901,42302,476
41901,42303,571
41901,42304,483
41901,42305,36
41901,42306,3
41901,49300,15
41901,49308,81
41901,49703,244
41901,90915,23
41901,91300,108
41902,41903,413
41902,41905,223
41902,42100,439
41902,42101,235
41902,42102,415
41902,42103,232
41902,42104,227
41902,42105,220
41902,42300,449
41902,42301,226
41902,42302,468
41902,42303,395
41902,42304,401
41902,42305,137
41902,42306,13
41902,49300,42
41902,49308,227
41902,49703,396
41902,90915,54
41902,91300,268
41903,41905,76
41903,42100,496
41903,42101,80
41903,42102,530
41903,42103,77
41903,42104,85
41903,42105,74
41903,42300,518
41903,42301,72
41903,42302,507
41903,42303,544
41903,42304,454
41903,42305,43
41903,42306,3
41903,49300,16
41903,49308,82
41903,49703,255
41903,90915,19
41903,91300,110
41905,42100,98
41905,42101,606
41905,42102,69
41905,42103,606
41905,42104,584
41905,42105,590
41905,42300,112
41905,42301,499
41905,42302,147
41905,42303,79
41905,42304,92
41905,42305,365
41905,42306,72
41905,49300,133
41905,49308,606
41905,49703,429
41905,90915,68
41905,91300,531
42100,42101,104
42100,42102,529
42100,42103,103
42100,42104,104
42100,42105,109
42100,42300,515
42100,42301,114
42100,42302,498
42100,42303,525
42100,42304,476
42100,42305,61
42100,42306,2
42100,49300,33
42100,49308,105
42100,49703,260
42100,90915,34
42100,91300,147
42101,42102,74
42101,42103,627
42101,42104,598
42101,42105,609
42101,42300,121
42101,42301,497
42101,42302,158
42101,42303,82
42101,42304,93
42101,42305,367
42101,42306,72
42101,49300,121
42101,49308,617
42101,49703,446
42101,90915,71
42101,91300,546
42102,42103,70
42102,42104,71
42102,42105,68
42102,42300,532
42102,42301,83
42102,42302,503
42102,42303,546
42102,42304,476
42102,42305,37
42102,42306,3
42102,49300,24
42102,49308,76
42102,49703,250
42102,90915,29
42102,91300,116
42103,42104,601
42103,42105,623
42103,42300,119
42103,42301,502
42103,42302,152
42103,42303,78
42103,42304,93
42103,42305,370
42103,42306,72
42103,49300,122
42103,49308,621
42103,49703,448
42103,90915,66
42103,91300,546
42104,42105,589
42104,42300,106
42104,42301,482
42104,42302,142
42104,42303,78
42104,42304,92
42104,42305,359
42104,42306,71
42104,49300,117
42104,49308,607
42104,49703,426
42104,90915,67
42104,91300,525
42105,42300,104
42105,42301,490
42105,42302,138
42105,42303,81
42105,42304,99
42105,42305,361
42105,42306,70
42105,49300,123
42105,49308,613
42105,49703,427
42105,90915,66
42105,91300,527
42300,42301,109
42300,42302,547
42300,42303,533
42300,42304,452
42300,42305,68
42300,42306,5
42300,49300,26
42300,49308,113
42300,49703,302
42300,90915,24
42300,91300,143
42301,42302,140
42301,42303,65
42301,42304,113
42301,42305,323
42301,42306,48
42301,49300,164
42301,49308,500
42301,49703,351
42301,90915,79
42301,91300,476
42302,42303,516
42302,42304,435
42302,42305,89
42302,42306,5
42302,49300,28
42302,49308,143
42302,49703,338
42302,90915,24
42302,91300,171
42303,42304,490
42303,42305,39
42303,42306,2
42303,49300,17
42303,49308,75
42303,49703,265
42303,90915,13
42303,91300,106
42304,42305,43
42304,49300,21
42304,49308,89
42304,49703,233
42304,90915,35
42304,91300,137
42305,42306,68
42305,49308,376
42305,49703,250
42305,90915,60
42305,91300,315
42306,49308,72
42306,49703,30
42306,90915,37
42306,91300,41
